ADD_UID,SITE_NAME,LOCALITY,POSTAL_CODE,PROVINCE_CODE,BLDG_UID,ADDRESS_DESCRIPTOR,MAIL_PROVIDER,FULL_ADDRESS,LAT,LONG
VAD10493,Aquatic Ecosystems Research Laboratory,Vancouver,V6T 1Z4,BC,VBL10087,CampusBuilding,CampusMail,2202 Main Mall,-123.251268,49.263558
VAD10732,Civil and Mechanical Engineering Laboratories,Vancouver,V6T 1Z4,BC,VBL10330,CampusBuilding,CampusMail,2275 East Mall,-123.249617,49.263166
VAD10176,Medical Sciences Block C,Vancouver,V6T 1Z3,BC,VBL10094,CampusBuilding,CampusMail,2176 Health Sciences Mall,-123.247578,49.265
VAD10179,Museum of Anthropology,Vancouver,V6T 1Z2,BC,VBL10235,CampusBuilding,CampusMail,6393 NW Marine Drive,-123.259298,49.269133
VAD10180,Music Building,Vancouver,V6T 1Z2,BC,VBL10101,CampusBuilding,CampusMail,6361 Memorial Road,-123.256543,49.267282
VAD10181,NRC Institute for Fuel Cell Innovation,Vancouver,V6T 1W5,BC,VBL10243,OtherBuilding,CampusMail,4250 Wesbrook Mall,-123.23256,49.245361
VAD10183,National Soccer Development Centre (NSDC),Vancouver,V6T 1Z3,BC,VBL10091,CampusBuilding,CampusMail,3065 Wesbrook Mall,-123.239739,49.257307
VAD10194,Norman MacKenzie House,Vancouver,V6T 1A7,BC,VBL10233,CampusBuilding,CampusMail,6565 NW Marine Drive,-123.261155,49.267577
VAD11092,Thunderbird Stadium,Vancouver,V6T 1Z4,BC,VBL10214,CampusBuilding,CampusMail,6288 Stadium Road,-123.244356,49.254838
VAD10016,Horticulture Building,Vancouver,V6T 1Z4,BC,VBL10362,CampusBuilding,CampusMail,6394 Stores Road,-123.252899,49.261542
VAD10023,Irving K. Barber Learning Centre,Vancouver,V6T 1Z1,BC,VBL10080,CampusBuilding,CampusMail,1961 East Mall,-123.252386,49.267622
VAD10029,Main Substation,Vancouver,V6T 1Z3,BC,VBL10192,CampusBuilding,CampusMail,2446 Health Sciences Mall,-123.244255,49.261223
VAD10034,Lower Mall Research Station,Vancouver,V6T 1Z4,BC,VBL10100,CampusBuilding,CampusMail,2259 Lower Mall,-123.255809,49.260745
VAD10041,TRIUMF - Shipping / Workshop,Vancouver,V6T 2A3,BC,VBL10059,OtherBuilding,CampusMail,6095 Nurseries Road,-123.230144,49.246395
VAD10021,International House,Vancouver,V6T 1Z2,BC,VBL10371,CampusBuilding,CampusMail,1783 West Mall,-123.258836,49.267884
VAD10356,FPInnovations,Vancouver,V6T 1Z4,BC,VBL10021,OtherBuilding,CampusMail,2665 East Mall,-123.244104,49.256948
VAD10359,FERIC,Vancouver,V6T 1Z4,BC,VBL10020,OtherBuilding,CampusMail,2601 East Mall,-123.244453,49.257633
VAD10063,The Barn,Vancouver,V6T 1Z4,BC,VBL10181,CampusBuilding,CampusMail,2323 Main Mall,-123.251064,49.261957
VAD10375,Point Grey Apartments,Vancouver,V6T 2G3,BC,VBL10145,CampusBuilding,CampusMail,2875 Osoyoos Crescent,-123.237929,49.259982
VAD10377,Ponderosa Office Annex B,Vancouver,V6T 1Z2,BC,VBL10343,CampusBuilding,CampusMail,2029 West Mall,-123.256018,49.265013
VAD10378,Ponderosa Office Annex C,Vancouver,V6T 1Z2,BC,VBL10344,CampusBuilding,CampusMail,2021 West Mall,-123.256267,49.264948
VAD10380,Ponderosa Office Annex F,Vancouver,V6T 1Z2,BC,VBL10152,CampusBuilding,CampusMail,2008 Lower Mall,-123.257004,49.26497
VAD10382,Continuing Studies Building,Vancouver,V6T 1Z4,BC,VBL10083,CampusBuilding,CampusMail,2121 West Mall,-123.254774,49.263494
VAD10383,Ponderosa Office Annex G,Vancouver,V6T 1Z2,BC,VBL10153,CampusBuilding,CampusMail,2044 Lower Mall,-123.256327,49.264604
VAD10389,Pulp and Paper Centre,Vancouver,V6T 1Z4,BC,VBL10045,CampusBuilding,CampusMail,2385 East Mall,-123.247302,49.26154
VAD10402,Rodney Graham Millennium Sculpture Pavilion,Vancouver,V6T 1Z1,BC,VBL10051,CampusBuilding,CampusMail,1940 Main Mall,-123.254524,49.26755
VAD10070,The Brimacombe Building,Vancouver,V6T 1Z4,BC,VBL10066,CampusBuilding,CampusMail,2355 East Mall,-123.247781,49.262168
VAD10080,Technology Enterprise Facility (TEF) 3,Vancouver,V6T 1Z3,BC,VBL10346,OtherBuilding,CampusMail,6190 Agronomy Road,-123.246243,49.261431
VAD11024,Library PARC@UBC,Vancouver,V6T 1W5,BC,VBL10351,CampusBuilding,CampusMail,6049 Nurseries Road,-123.22983,49.244946
VAD10406,Rugby Pavilion,Vancouver,V6T 1Z3,BC,VBL10055,CampusBuilding,CampusMail,2584 East Mall,-123.244106,49.258581
VAD10412,Ritsumeikan-UBC House,Vancouver,V6T 1Z4,BC,VBL10250,CampusBuilding,CampusMail,6460 Agronomy Road,-123.253121,49.260282
VAD10415,Robert H. Lee Alumni Centre,Vancouver,V6T 1Z1,BC,VBL10256,CampusBuilding,CampusMail,6163 University Boulevard,-123.249876,49.265863
VAD10422,South Campus Warehouse,Vancouver,V6T 1W5,BC,VBL10077,CampusBuilding,CampusMail,6116 Nurseries Road,-123.232168,49.246347
VAD10438,St. John Hospice,Vancouver,V6T 1Z4,BC,VBL10156,OtherBuilding,CampusMail,6389 Stadium Road,-123.247229,49.255319
VAD10439,St. John's College,Vancouver,V6T 1Z4,BC,VBL10116,CampusBuilding,CampusMail,2111 Lower Mall,-123.25655,49.262984
VAD10441,Staging Environmental Research Centre (SERC),Vancouver,V6T 1W5,BC,VBL10123,CampusBuilding,CampusMail,6045 Nurseries Road,-123.228117,49.245382
VAD10712,Child Care Services - Little Raven/Pacific Spirit,Vancouver,V6T 2E6,BC,VBL10275,CampusBuilding,CampusMail,5580 Osoyoos Crescent,-123.23389,49.26032
VAD10261,Gas Gun Facility,Vancouver,V6T 1Z4,BC,VBL10410,CampusBuilding,CampusMail,6301 Stadium Road,-123.246102,49.256087
VAD10274,"Food, Nutrition and Health Building",Vancouver,V6T 1Z4,BC,VBL10082,CampusBuilding,CampusMail,2205 East Mall,-123.249572,49.264113
VAD10277,Frank Forward Building,Vancouver,V6T 1Z4,BC,VBL10044,CampusBuilding,CampusMail,6350 Stores Road,-123.251761,49.261772
VAD10852,Centre for Comparative Medicine,Vancouver,V6T 1W5,BC,VBL10017,CampusBuilding,CampusMail,4145 Wesbrook Mall,-123.233064,49.246303
VAD10622,Fairview Crescent Residence (Unit 2),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2720 Fairview Crescent,-123.239281,49.263471
VAD10624,Fairview Crescent Residence (Unit 20),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2667 Fairview Crescent,-123.239967,49.263328
VAD10625,Fairview Crescent Residence (Unit 20),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2665 Fairview Crescent,-123.24005,49.26333
VAD10629,Fairview Crescent Residence (Unit 20),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2669 Fairview Crescent,-123.239988,49.263369
VAD10630,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2661 Fairview Crescent,-123.240103,49.263243
VAD10631,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2657 Fairview Crescent,-123.240078,49.263199
VAD10632,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2655 Fairview Crescent,-123.240093,49.263194
VAD10633,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2651 Fairview Crescent,-123.240181,49.263217
VAD10635,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2659 Fairview Crescent,-123.240071,49.263214
VAD10254,Fairview Crescent Residence (Unit 4),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2738 Fairview Crescent,-123.239151,49.263262
VAD10255,Fairview Crescent Residence (Unit 4),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2748 Fairview Crescent,-123.239197,49.263197
VAD10256,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2778 Fairview Crescent,-123.238878,49.262881
VAD10257,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2766 Fairview Crescent,-123.238982,49.262923
VAD10258,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2776 Fairview Crescent,-123.238873,49.262919
VAD11093,Totem Field Studios,Vancouver,V6T 1Z4,BC,VBL10223,CampusBuilding,CampusMail,2613 West Mall,-123.249093,49.256113
VAD11102,UBC Baseball Rose Indoor Training Centre,Vancouver,V6T 1Z4,BC,VBL10237,CampusBuilding,CampusMail,3085 Wesbrook Mall,-123.239787,49.256403
VAD11113,UBC Botanical Garden - Workshop (Trailer),Vancouver,V6T 1Z4,BC,VBL10005,CampusBuilding,CampusMail,6450 Stadium Road,-123.247549,49.254757
VAD11117,UBC Football Academic Centre,Vancouver,V6T 1Z4,BC,VBL10246,CampusBuilding,CampusMail,6298 Stadium Road,-123.244936,49.255266
VAD10777,West Mall Annex,Vancouver,V6T 1Z2,BC,VBL10283,CampusBuilding,CampusMail,1933 West Mall,-123.257093,49.266272
VAD10782,West Mall Swing Space Building,Vancouver,V6T 1Z4,BC,VBL10304,CampusBuilding,CampusMail,2175 West Mall,-123.254319,49.262899
VAD10810,Asian Centre,Vancouver,V6T 1Z2,BC,VBL10227,CampusBuilding,CampusMail,1871 West Mall,-123.258459,49.266831
VAD10559,David Lam Management Research Centre,Vancouver,V6T 1Z2,BC,VBL10278,Occupant,CampusMail,2015 Main Mall,-123.254304,49.265931
VAD10820,Biomedical Research Centre,Vancouver,V6T 1Z3,BC,VBL10084,CampusBuilding,CampusMail,2222 Health Sciences Mall,-123.24738,49.264014
VAD10822,Building Operations Nursery,Vancouver,V6T 1W5,BC,VBL10337,CampusBuilding,CampusMail,6029 Nurseries Road,-123.228868,49.244229
VAD10823,C. K. Choi Building for the Institute of Asian Research,Vancouver,V6T 1Z2,BC,VBL10338,CampusBuilding,CampusMail,1855 West Mall,-123.257828,49.267239
VAD10824,Campus Energy Centre,Vancouver,V6T 1Z3,BC,VBL10339,CampusBuilding,CampusMail,6130 Agronomy Road,-123.245283,49.261804
VAD10259,Friedman Building,Vancouver,V6T 1Z3,BC,VBL10120,CampusBuilding,CampusMail,2177 Wesbrook Mall,-123.245942,49.265574
VAD10308,Fairview Crescent Residence (Unit 11),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2757 Fairview Crescent,-123.239111,49.262639
VAD10309,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2753 Fairview Crescent,-123.239208,49.26263
VAD10310,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2745 Fairview Crescent,-123.239256,49.262629
VAD10311,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2743 Fairview Crescent,-123.23924,49.262675
VAD10312,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2747 Fairview Crescent,-123.239279,49.262616
VAD10313,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2749 Fairview Crescent,-123.239268,49.262614
VAD10314,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2751 Fairview Crescent,-123.239238,49.262611
VAD10315,Fairview Crescent Residence (Unit 12),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2755 Fairview Crescent,-123.239139,49.262642
VAD10316,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2741 Fairview Crescent,-123.239259,49.262696
VAD10319,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2735 Fairview Crescent,-123.239357,49.262722
VAD10320,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2739 Fairview Crescent,-123.239331,49.262712
VAD10321,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2731 Fairview Crescent,-123.239323,49.262742
VAD10322,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2733 Fairview Crescent,-123.239352,49.262738
VAD10323,Fairview Crescent Residence (Unit 13),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2729 Fairview Crescent,-123.239297,49.262792
VAD10329,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2717 Fairview Crescent,-123.239398,49.263004
VAD10324,Fairview Crescent Residence (Unit 14),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2721 Fairview Crescent,-123.239343,49.262954
VAD10325,Fairview Crescent Residence (Unit 14),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2727 Fairview Crescent,-123.239326,49.262841
VAD10326,Fairview Crescent Residence (Unit 14),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2723 Fairview Crescent,-123.23932,49.262914
VAD10327,Fairview Crescent Residence (Unit 14),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2725 Fairview Crescent,-123.239373,49.262891
VAD10328,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2713 Fairview Crescent,-123.239412,49.263025
VAD10330,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2719 Fairview Crescent,-123.239358,49.262972
VAD10331,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2711 Fairview Crescent,-123.239429,49.263059
VAD10332,Fairview Crescent Residence (Unit 15),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2715 Fairview Crescent,-123.239455,49.262992
VAD10333,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2699 Fairview Crescent,-123.239495,49.26313
VAD10334,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2701 Fairview Crescent,-123.239534,49.263133
VAD10335,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2703 Fairview Crescent,-123.239544,49.26311
VAD10336,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2705 Fairview Crescent,-123.239541,49.2631
VAD10337,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2709 Fairview Crescent,-123.239446,49.263079
VAD10338,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2707 Fairview Crescent,-123.239513,49.263103
VAD10339,Fairview Crescent Residence (Unit 16),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2697 Fairview Crescent,-123.239451,49.263157
VAD10340,Fairview Crescent Residence (Unit 17),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2693 Fairview Crescent,-123.23953,49.263247
VAD10287,Fairview Crescent Residence (Unit 4),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2742 Fairview Crescent,-123.239103,49.263246
VAD10288,Fairview Crescent Residence (Unit 5),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2752 Fairview Crescent,-123.239132,49.263123
VAD10289,Fairview Crescent Residence (Unit 5),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2754 Fairview Crescent,-123.23917,49.263087
VAD10290,Fairview Crescent Residence (Unit 5),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2750 Fairview Crescent,-123.239168,49.263167
VAD10636,Fairview Crescent Residence (Unit 21),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2663 Fairview Crescent,-123.240127,49.263279
VAD10637,Fairview Crescent Residence (Unit 21) ,Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2653 Fairview Crescent,-123.240137,49.263207
VAD10638,Fairview Crescent Residence (Unit 22),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2645 Fairview Crescent,-123.24025,49.26314
VAD10639,Fairview Crescent Residence (Unit 22),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2649 Fairview Crescent,-123.240202,49.26321
VAD10640,Fairview Crescent Residence (Unit 22),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2647 Fairview Crescent,-123.240226,49.263202
VAD10642,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2641 Fairview Crescent,-123.240428,49.263085
VAD10643,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2631 Fairview Crescent,-123.240429,49.263017
VAD10644,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2629 Fairview Crescent,-123.240486,49.263027
VAD10645,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2633 Fairview Crescent,-123.240389,49.263001
VAD10291,Fairview Crescent Residence (Unit 5),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2756 Fairview Crescent,-123.239152,49.263047
VAD10292,Fairview Crescent Residence (Unit 6),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2758 Fairview Crescent,-123.239136,49.263028
VAD10293,Fairview Crescent Residence (Unit 6),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2762 Fairview Crescent,-123.239041,49.263012
VAD10294,Fairview Crescent Residence (Unit 6),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2760 Fairview Crescent,-123.239127,49.263017
VAD10295,Fairview Crescent Residence (Unit 6),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2764 Fairview Crescent,-123.239007,49.262957
VAD10297,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2770 Fairview Crescent,-123.238895,49.262955
VAD10298,Fairview Crescent Residence (Unit 7),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2768 Fairview Crescent,-123.238914,49.26293
VAD10299,Fairview Crescent Residence (Unit 4),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2746 Fairview Crescent,-123.239166,49.263234
VAD10300,Fairview Crescent Residence (Unit 10),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2798 Fairview Crescent,-123.238701,49.262638
VAD10646,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2635 Fairview Crescent,-123.240382,49.263009
VAD10647,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2637 Fairview Crescent,-123.240366,49.263033
VAD10648,Fairview Crescent Residence (Unit 23),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2639 Fairview Crescent,-123.240397,49.263044
VAD10649,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2625 Fairview Crescent,-123.240543,49.262987
VAD10650,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2615 Fairview Crescent,-123.240633,49.263016
VAD10652,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2623 Fairview Crescent,-123.240556,49.262956
VAD10653,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2617 Fairview Crescent,-123.240585,49.262998
VAD10654,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2619 Fairview Crescent,-123.240603,49.262969
VAD10655,Fairview Crescent Residence (Unit 24),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2627 Fairview Crescent,-123.240517,49.263019
VAD10301,Fairview Crescent Residence (Unit 11),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2765 Fairview Crescent,-123.238999,49.262586
VAD10302,Fairview Crescent Residence (Unit 11),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2767 Fairview Crescent,-123.239009,49.262607
VAD10303,Fairview Crescent Residence (Unit 10),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2804 Fairview Crescent,-123.238589,49.262558
VAD10306,Fairview Crescent Residence (Unit 11),Vancouver,V6T 2B8,BC,VBL10198,Residential,CampusMail,2761 Fairview Crescent,-123.239056,49.26259
VAD10461,Fairview Crescent Residence (Unit 29),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2638 Fairview Crescent,-123.24044,49.263347
VAD10462,Fairview Crescent Residence (Unit 29),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2636 Fairview Crescent,-123.240497,49.263307
VAD10463,Fairview Crescent Residence (Unit 30),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2648 Fairview Crescent,-123.240281,49.263403
VAD10464,Fairview Crescent Residence (Unit 29),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2640 Fairview Crescent,-123.240385,49.263314
VAD10465,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2728 Fairview Crescent,-123.239191,49.263362
VAD10466,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2726 Fairview Crescent,-123.239257,49.263343
VAD10467,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2724 Fairview Crescent,-123.239288,49.26338
VAD10468,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2734 Fairview Crescent,-123.239214,49.26329
VAD10469,Fairview Crescent Residence (Unit 3),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2732 Fairview Crescent,-123.239231,49.263326
VAD10513,Acadia Park Residence - Melfa Lane (2632),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2632 Melfa Lane,-123.236483,49.263684
VAD10514,Acadia Park Residence - Melfa Lane (2626),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2626 Melfa Lane,-123.236632,49.263757
VAD10515,Acadia Park Residence - Pearkes Lane (2511),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2511 Pearkes Lane,-123.239631,49.264489
VAD10516,Acadia Park Residence - Pearkes Lane (2513),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2513 Pearkes Lane,-123.239597,49.264442
VAD10517,Acadia Park Residence - Tennis Crescent (2640),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2640 Tennis Crescent,-123.237642,49.263558
VAD10518,Acadia Park Residence - Melfa Lane (2516),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2516 Melfa Lane,-123.237607,49.264906
VAD10519,Acadia Park Residence - Tennis Crescent (2628),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2628 Tennis Crescent,-123.23785,49.263752
VAD10522,Acadia Park Residence - Melfa Lane (2506),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2506 Melfa Lane,-123.237697,49.265172
VAD10525,Acadia Park Residence - Melfa Lane (2507),Vancouver,V6T 2C5,BC,VBL10258,Residential,CampusMail,2507 Melfa Lane,-123.237783,49.264871
VAD10526,Acadia Park Residence - Tennis Crescent (2642),Vancouver,V6T 2E1,BC,VBL10436,Residential,CampusMail,2642 Tennis Crescent,-123.237602,49.263564
VAD10527,Acadia Park Residence - Pearkes Lane (2509),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2509 Pearkes Lane,-123.23965,49.264519
VAD10528,Acadia Park & Fairview Crescent Residence Complex - Front Desk ,Vancouver,V6T 2E5,BC,VBL10185,Complex,CampusMail,2707 Tennis Crescent,-123.237336,49.262638
VAD10565,Fairview Crescent Residence (Unit 1),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2712 Fairview Crescent,-123.23941,49.263547
VAD10231,Fairview Crescent Residence (Unit 31),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2658 Fairview Crescent,-123.240179,49.263512
VAD10232,Fairview Crescent Residence (Unit 32),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2674 Fairview Crescent,-123.239899,49.263573
VAD10233,Fairview Crescent Residence (Unit 32),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2668 Fairview Crescent,-123.240022,49.263529
VAD10577,Acadia Park Residence - Yalta Place (5506),Vancouver,V6T 2C2,BC,VBL10438,Residential,CampusMail,5506 Yalta Place,-123.237344,49.264325
VAD10566,Fairview Crescent Residence (Unit 1),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2714 Fairview Crescent,-123.239392,49.263506
VAD10567,Fairview Crescent Residence (Unit 1),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2710 Fairview Crescent,-123.239373,49.263582
VAD10568,Fairview Crescent Residence (Unit 10),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2802 Fairview Crescent,-123.238608,49.262624
VAD10471,Fairview Crescent Residence (Unit 30),Vancouver,V6T 2B9,BC,VBL10193,Residential,CampusMail,2650 Fairview Crescent,-123.240189,49.263429
VAD10494,Acadia Park Residence - Melfa Lane (2628),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2628 Melfa Lane,-123.236479,49.263811
VAD10495,Acadia Park Residence - Melfa Lane (2630),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2630 Melfa Lane,-123.236517,49.263721
VAD10496,Acadia Park Residence - Melfa Lane (2640),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2640 Melfa Lane,-123.236397,49.263446
VAD10497,Acadia Park Residence - Montgomery Place (5608),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5608 Montgomery Place,-123.238349,49.264813
VAD10498,Acadia Park Residence - Yalta Place (5649),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5649 Yalta Place,-123.238986,49.264004
VAD10499,Acadia Park Residence - Melfa Lane (2522),Vancouver,V6T 2C6,BC,VBL10258,Residential,CampusMail,2522 Melfa Lane,-123.237367,49.264798
VAD10500,Acadia Park Residence - Yalta Place (5621),Vancouver,V6T 1L7,BC,VBL10438,Residential,CampusMail,5621 Yalta Place,-123.238341,49.264307
VAD10501,Acadia Park Residence - Pearkes Lane (2505),Vancouver,V6T 2C5,BC,VBL10440,Residential,CampusMail,2505 Pearkes Lane,-123.239718,49.264584
VAD10502,Acadia Park Residence - Montgomery Place (5604),Vancouver,V6T 2C7,BC,VBL10439,Residential,CampusMail,5604 Montgomery Place,-123.238252,49.264869
VAD10503,Acadia Park Residence - Tennis Crescent (2641),Vancouver,V6T 2C1,BC,VBL10436,Residential,CampusMail,2641 Tennis Crescent,-123.237817,49.263513
