BLDG_UID,NAME,BLDG_CODE,CONSTR_STATUS,OCCU_DATE,BLDG_USAGE,BLDG_SEC_USAGE,JURISDICTION,NEIGHBOURHOOD,MANAGE_ORG,BLDG_STATE,GREEN_STATUS,CONSTR_TYPE,MAX_FLOORS,BLDG_HEIGHT,GBA,REC_IDS,HAS_SUBBLDGS,GEOM_SOURCE,NOTES,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,BLDG_FORM,BLDG_CONDITION,ACCESSIBILITY_RATING,BLDG_MAINTENANCE,BLDG_CLASS,PROPERTY_TYPE,LAT,LONG
VBL10153,Ponderosa Office Annex G,PONG,Complete,19810101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,1,6.09539,597,873,0,,,RACHELW,20190116175554,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.256434,49.264507
VBL10155,Berwick Child Development Centre,BERW,Complete,19760101,Administrative,,UBC,Academic,SHHS,Occupied,,Wood,1,8.76,1598,858,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B5,,-123.238932,49.260588
VBL10161,War Memorial Gymnasium,MGYM,Complete,19500101,Athletics,,UBC,Academic,Athletics,Occupied,,Concrete,5,21.55,8945,428,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B1,,-123.24767,49.266767
VBL10162,Centre for Interactive Research on Sustainability,CIRS,Complete,20110831,Academic,,UBC,Academic,UBC,Occupied,LEED Platinum,OtherMixed,6,23.37,5691,633,0,,,,,TOML,20220224175718,Unspecified,Good,,UBC,B2,,-123.25308,49.262051
VBL10194,Green College - A North,GRN1,Complete,19940101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,3,13.46639,794,413,0,,,GISSTUD2,20190514204242,TOML,20220224175718,AptLess5Storey,Poor,,UBC,B5,,-123.255667,49.271155
VBL10195,UBC Botanical Garden Nursery - Workshop,BON2,Complete,19710101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,5.1241,613,078;079;090,0,,,GISSTUD2,20190515174958,TOML,20220224175718,Outbuildings,Poor,,UBC,B3,,-123.234449,49.249533
VBL10196,UBC Botanical Garden Nursery - Greenhouses,BON1,Complete,19820101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,7.9,1767,077-1;077-2,0,,,GISSTUD2,20190515174958,TOML,20220224175718,Outbuildings,Critical,,UBC,B3,,-123.234972,49.249451
VBL10266,Wesbrook Building,WESB,Complete,19490101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,19.34,10664,864;867,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.249156,49.265251
VBL10270,Place Vanier Residence - Okanagan House,VNR08,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,13.48,2123,552,0,,,GISSTUD2,20190514205917,TOML,20220224175718,AptLess5Storey,Poor,,UBC,B5,,-123.257764,49.264345
VBL10278,David Lam Management Research Centre,DLAM,Complete,19920101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,6,28.57,5517,490;490-1;490-2,1,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.25432,49.265712
VBL10282,Chan Centre for the Performing Arts,CHAN,Complete,19970101,Services,Academic,UBC,Academic,UBC,Occupied,,Concrete,6,29.76,8214,130,0,,,,,TOML,20220224175718,Unspecified,Fair,,UBC,B1,,-123.25511,49.269771
VBL10283,West Mall Annex,WMAX,Complete,19690101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,9.5803,1962,863-1,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.257156,49.26625
VBL10284,West Parkade,PARW,Complete,19920101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,12,18.65,34775,900,0,,GBA from OSIS,,,TOML,20220224175718,Parking,Poor,,UBC,B4,,-123.255016,49.262597
VBL10285,Wood Drying Laboratory,WDL,Complete,19900101,Academic,Research,UBC,Academic,UBC,Occupied,,Wood,1,6.51,283,385,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.252249,49.261475
VBL10292,Iona Building,IONA,Complete,19290101,Academic,StudentHousing,UBC,Chancellor,UBC,Occupied,,Concrete,8,30.58492,7298,836,1,,,,,TOML,20220224175718,Unspecified,Good,,UBC,B2,,-123.250309,49.270988
VBL10296,Robert F. Osborne Centre - Unit 2,OSB2,Complete,19720101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,2,7.54342,2740,431,0,,,GISSTUD2,20190513235122,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.244315,49.259976
VBL10301,Walter H. Gage Residence - Gage Apartments,WGR2,Complete,19840101,StudentHousing,,UBC,Academic,SHHS,Occupied,LEED Gold,Concrete,5,13.68,8046,874,0,,,GISSTUD2,20190514202740,TOML,20220224175718,AptLess5Storey,Fair,,UBC,B5,,-123.249022,49.270145
VBL10369,Place Vanier Residence - Tweedsmuir House,VNR13,Complete,19680101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,12.28965,2189,545-2,0,,,GISSTUD2,20190514210235,TOML,20220224175718,AptLess5Storey,Critical,,UBC,B5,,-123.258301,49.263472
VBL10371,International House,INTL,Complete,19580101,Services,,UBC,Academic,UBC,Occupied,,Concrete,3,8.71,1142,472,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.25896,49.2678
VBL10374,Kids Club,KIDS,Complete,19850101,Services,,UBC,Academic,SHHS,Occupied,,OtherMixed,1,4.06,475,013,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.234805,49.261725
VBL10376,Ladner Clock Tower,CLCK,Complete,19680101,Services,,UBC,Academic,UBC,Occupied,,Concrete,1,33.4209,45,182,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B3,,-123.253657,49.267351
VBL10377,Landscape Architecture Annex,LAX,Complete,19210101,Academic,,UBC,Academic,UBC,Occupied,,Wood,3,12.36,601,021,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.250061,49.260657
VBL10391,UBC Farm - Yurt,YURT,Complete,20140101,Academic,,UBC,Academic,UBC,Occupied,,OtherMixed,1,4.14035,65,075,0,,,GISSTUD2,20190514191230,TOML,20220224175718,Outbuildings,Good,,UBC,B3,,-123.239913,49.25126
VBL10413,Environmental Services Facility - Solvent Storage Area,ENV6,Complete,19730101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,1,2.2635,183,141,0,,,GISSTUD2,20190513230818,TOML,20220224175718,Outbuildings,Poor,,UBC,B3,,-123.228605,49.243731
VBL10415,Green College - A South,GRN3,Complete,19940101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,4,13.99,1273,415,0,,,RACHELW,20190722222734,TOML,20220224175718,AptLess5Storey,Poor,,UBC,B5,,-123.255231,49.270941
VBL10416,Vanier Pump Station,VNRP,Complete,19860101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,1,4.99414,14,543,0,,,RACHELW,20190809163912,TOML,20220224175718,Outbuildings,Critical,,UBC,B3,,-123.260266,49.26482
VBL10418,Cecil Green Squash Court,CGSQ,Complete,19290101,Athletics,,UBC,Academic,UBC,Occupied,,Wood,1,7.11469,167,422,0,,,RACHELW,20190827154245,TOML,20220224175718,Outbuildings,Poor,,UBC,B3,,-123.257059,49.271421
VBL10419,UBC Botanical Garden - Shop/Gatehouse Entrance,BOT1,Complete,19900101,Services,,UBC,Academic,UBC,Occupied,,Wood,1,6.21321,150,097,0,,,RACHELW,20190828231732,TOML,20220224175718,Unspecified,Critical,,UBC,B1,,-123.250549,49.254038
VBL10009,UBC Farm - Greenhouse 1,FRM4,Complete,19820101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,5.17,104,071-1,0,,,NIKT,20200406213544,TOML,20220224175718,Outbuildings,Critical,,UBC,B3,,-123.238931,49.251148
VBL10251,Robert F. Osborne Centre - Unit 1,OSB1,Complete,19700101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,2,10.35,3439,430,0,,,RACHELW,20200707200849,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.243731,49.260289
VBL10272,Child Care Services - Acadia,CCS1,Complete,20090101,Services,,UBC,Academic,SHHS,Occupied,,Wood,1,7.34,434,207,1,,,RACHELW,20210527174002,TOML,20220224175718,Unspecified,Good,,UBC,B2,,-123.234734,49.260896
VBL10222,UBC Research Ponds,RESP,Complete,20100101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,3,41,585,0,,,RACHELW,20211015004615,TOML,20220224175718,Outbuildings,Fair,,UBC,B2,,-123.232721,49.247161
VBL10397,Fraser River Parkade,PARF,Complete,19820101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,5,12.29,17170,052,0,,,,,TOML,20220224175718,Parking,Poor,,UBC,B4,,-123.258042,49.266067
VBL10400,Environmental Services Facility - Office,ENV4,Complete,19930101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,3.48892,30,139,0,,,GISSTUD2,20190513225831,TOML,20220224175718,Unspecified,Good,,UBC,B3,,-123.228986,49.243471
VBL10401,Environmental Services Facility - Lab,ENV1,Complete,19940101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,3.24757,39,138,0,,,GISSTUD2,20190513225451,TOML,20220224175718,Unspecified,Poor,,UBC,B3,,-123.228656,49.243333
VBL10402,Environmental Services Facility - Incinerator,ENV2,Complete,19690101,Operations,,UBC,Academic,UBC,Occupied,,Concrete,1,4.128,104,470,0,,,GISSTUD2,20190513225618,TOML,20220224175718,Outbuildings,Poor,,UBC,B3,,-123.229006,49.243679
VBL10405,Frederic Wood Theatre,FRWO,Complete,19630101,Services,Academic,UBC,Academic,UBC,Occupied,,Concrete,3,19.44,2896,376;376-1,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B1,,-123.256958,49.268053
VBL10410,Gas Gun Facility,GASG,Complete,19890101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,5.55128,203,394,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.246052,49.256017
VBL10411,Geography Building,GEOG,Complete,19250101,Academic,,UBC,Academic,UBC,Occupied,,Wood,3,11.17667,5497,401,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.256128,49.265984
VBL10233,Norman MacKenzie House,MCKH,Complete,19500101,Housing,,UBC,Academic,UBC,Occupied,,Wood,3,10.54,970,728;728-1,0,,,,,TOML,20220224175718,Duplex/Townhouse,Poor,,UBC,B5,,-123.261175,49.267676
VBL10235,Museum of Anthropology,MOA,Complete,20090320,Services,Academic,UBC,Academic,UBC,Occupied,,Concrete,2,13.64185,11482,570;570-1;436;440,1,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B1,,-123.259417,49.269507
VBL10245,UBC Farm - Harvest Hut / Market,FRM2,Complete,19750101,Academic,,UBC,Academic,UBC,Occupied,,Wood,1,4.73,150,670,0,,,GISSTUD2,20190514191138,TOML,20220224175718,Outbuildings,Critical,,UBC,B1,,-123.237933,49.250758
VBL10246,UBC Football Academic Centre,FOOT,Complete,20160205,Athletics,,UBC,Academic,Athletics,Occupied,,Wood,1,4.84558,161,437,0,,,,,TOML,20220224175718,Unspecified,Good,,UBC,B2,,-123.24502,49.255246
VBL10248,UBC Life Building,LIFE,Complete,19680101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,18.7017,20244,790;790-1;790-2,0,,,,,TOML,20220224175718,Unspecified,Fair,,UBC,B2,,-123.250062,49.267434
VBL10249,Thea Koerner House,THEA,Complete,19610101,Services,,UBC,Academic,UBC,Occupied,,Concrete,4,18.66,4141,408;409,1,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.257878,49.268439
VBL10250,Ritsumeikan-UBC House,RITS,Complete,19920101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Wood,4,12.23,6763,745,0,,,,,TOML,20220224175718,AptLess5Storey,Critical,,UBC,B5,,-123.252997,49.260102
VBL10260,Acadia Park Residence - Highrise,APRH,Complete,19670101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,13,3.46,8556,002-1,0,,,GISSTUD2,20190704154828,TOML,20220224175718,Apt5StoreyPlus,Fair,,UBC,B5,,-123.236813,49.26237
VBL10262,Woodward Library,WLIB,Complete,19640101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,21.11571,7695,536;536-1,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.24757,49.264563
VBL10327,Chemistry A Physics,CHPH,Complete,19890101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,5,24.48,7631,447,1,,,RACHELW,20190325220100,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.251513,49.265736
VBL10329,Civil and Mechanical Engineering Building,CEME,Complete,19760101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,3,17.4,8773,306,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.248881,49.262545
VBL10330,Civil and Mechanical Engineering Laboratories,CEML,Complete,19690101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,2,15.74,5616,305;307;309;511,1,,,RACHELW,20190207192637,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.24934,49.263129
VBL10331,Brock Hall,BRCK,Complete,19400101,Services,,UBC,Academic,UBC,Occupied,,Concrete,3,16.75063,11428,112-1;112;113,1,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.252062,49.268639
VBL10332,Campus & Community Planning,CCP,Complete,19470101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,2,8.26772,1389,643;029,1,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B3,,-123.253282,49.262441
VBL10335,Old Auditorium,AUDI,Complete,19250101,Services,Academic,UBC,Academic,UBC,Occupied,,Wood,3,16.19,2634,044,0,,RENEW,,,TOML,20220224175718,Unspecified,Fair,,UBC,B1,,-123.256101,49.266902
VBL10337,Building Operations Nursery,BONR,Complete,20090101,Operations,,UBC,Academic,UBC,Occupied,,OtherMixed,1,6.57,1316,768,0,,,,,TOML,20220224175718,Outbuildings,Good,,UBC,B3,,-123.229225,49.244432
VBL10338,C.K. Choi Building,CHOI,Complete,19960101,Academic,,UBC,Academic,UBC,Occupied,,Wood,4,15.65402,2710,478,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.257947,49.267262
VBL10341,Cecil Green Park Coach House,CGPC,Complete,19110101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,2,8.9975,243,421,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B3,,-123.25847,49.271001
VBL10342,Cecil Green Park House,CGPH,Complete,19110101,Services,,UBC,Academic,UBC,Occupied,,Wood,5,16.04,2080,420,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.25769,49.271387
VBL10343,Ponderosa Office Annex B,PONB,Complete,19710101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,2,9.26688,975,865-2,0,,,RACHELW,20190116175554,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.255962,49.264844
VBL10344,Ponderosa Office Annex C,PONC,Complete,19710101,Administrative,,UBC,Academic,UBC,Occupied,,Wood,2,9.26,587,865-3,0,,,RACHELW,20190116175554,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.256275,49.264854
VBL10348,Sing Tao Building,STAO,Complete,19970101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,12.33,1358,212,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.257756,49.267833
VBL10357,Health Sciences Parkade,PARH,Complete,19800101,Parking,,UBC,Academic,Parking,Occupied,,Concrete,5,12.63436,31481,467,0,,,,,TOML,20220224175718,Parking,Poor,,UBC,B4,,-123.247842,49.263405
VBL10359,Hennings Building,HENN,Complete,19450101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,17.31,11578,652;652-1,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.252198,49.266445
VBL10362,Horticulture Building,HORT,Complete,19480101,Academic,,UBC,Academic,UBC,Occupied,,Wood,2,5.66666,1753,456,0,,,,,TOML,20220224175718,Unspecified,Critical,,UBC,B2,,-123.252773,49.261402
VBL10363,Hugh Dempster Pavilion,DMP,Complete,20040101,Academic,Research,UBC,Academic,UBC,Occupied,,Concrete,4,14.75,1488,164,0,,,,,TOML,20220224175718,Unspecified,Fair,,UBC,B2,,-123.248057,49.261242
VBL10364,In-Vessel Composting Facility,COMP,Complete,20040101,Operations,,UBC,Academic,UBC,Occupied,,Steel,1,7.1,185,137,0,,,,,TOML,20220224175718,Outbuildings,Fair,,UBC,B3,,-123.228014,49.244905
VBL10365,Place Vanier Residence - Sherwood Lett House,VNR11,Complete,19600101,StudentHousing,,UBC,Academic,SHHS,Occupied,,Concrete,5,13.64,2112,560,0,,,GISSTUD2,20190514210111,TOML,20220224175718,AptLess5Storey,Poor,,UBC,B5,,-123.257513,49.26339
VBL10366,JB Macdonald Building,MCDN,Complete,19670101,Academic,,UBC,Academic,UBC,Occupied,,Concrete,4,16.42,7209,198,0,,,,,TOML,20220224175718,Unspecified,Poor,,UBC,B2,,-123.24533,49.265345
